,abilities,ammo,armour,attributes,base_reload_time,caste,category,charge_bonus,charge_speed,charge_speed_flying,damage_mod_all,damage_mod_flame,damage_mod_magic,damage_mod_missile,damage_mod_physical,entity_size,explosion_ap_damage,explosion_base_damage,explosion_radius,faction_group,factions,ground_stat_effect_group,health,health_per_entity,height,key,leadership,mass,melee_ap_damage,melee_ap_ratio,melee_attack,melee_attack_interval,melee_base_damage,melee_bonus_v_infantry,melee_bonus_v_large,melee_defence,melee_total_damage,multiplayer_cost,name,parry_chance,projectile_number,radius,range,ranged_ap_damage,ranged_ap_ratio,ranged_base_damage,ranged_bonus_v_infantry,ranged_bonus_v_large,ranged_total_damage,shots_per_volley,special_category,speed,speed_flying,speed_ground,spells,unit_size
667,['Martial Mastery'],,100,"['causes_fear', 'charge_reflector', 'hide_forest']",,Melee Infantry,Halberd Infantry,10,40,0,0,0,0,0,30,small,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",small,6300,84,1.9,wh2_main_hef_inf_phoenix_guard,90,140,25,0.69,38,4.9,11,0,20,40,36,1400,Phoenix Guard,0,,0.7,,,,,,,,,,32,0,32,[],75
668,['Martial Prowess'],,40,"['charge_reflector_vs_large', 'hide_forest']",,Melee Infantry,Spear Infantry,4,40,0,0,0,0,0,0,small,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",small,5670,63,1.8,wh2_main_hef_inf_spearmen_0,70,150,6,0.24,20,4.8,19,0,15,38,25,500,Spearmen,55,,0.65,,,,,,,,,,33,0,33,[],90
669,['Martial Prowess'],,90,['hide_forest'],,Melee Infantry,Greatsword Infantry,20,40,0,0,0,0,0,0,small,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",small,6300,84,1.8,wh2_main_hef_inf_swordmasters_of_hoeth_0,80,100,25,0.69,46,4.3,11,14,0,36,36,1250,Swordmasters of Hoeth,20,,0.68,,,,,,,,,,33,0,33,[],75
670,['Martial Prowess'],,90,"['hide_forest', 'ignore_trees']",,Melee Infantry,Great Axe Infantry,18,40,0,0,0,0,30,0,small,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",small_forest_strider,5625,75,1.8,wh2_main_hef_inf_white_lions_of_chrace_0,75,100,25,0.74,36,4.4,9,0,0,28,34,800,White Lions of Chrace,0,,0.68,,,,,,,,,,33,0,33,[],75
671,"['Banner of Avelorn', 'Martial Prowess']",22.0,40,"['encourages', 'hide_forest']",10.0,Missile Infantry,Missile Infantry,7,43,0,0,0,0,0,0,small,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",small,5040,84,1.8,wh2_dlc10_hef_inf_everqueens_court_guards_ror_0,92,100,10,0.31,45,4.3,22,0,0,48,32,1400,Everqueen's Court Guards (Sisters of Avelorn),0,1.0,0.68,180.0,18.0,0.82,4.0,0.0,0.0,22.0,1.0,renown,36,0,36,[],60
672,['Martial Prowess'],20.0,30,"['guerrilla_deploy', 'mounted_fire_move', 'stalk']",11.0,Missile Infantry,Missile Infantry,12,44,0,0,0,0,0,0,small,,,,hef,['Nagarythe'],small,3690,82,1.8,wh2_dlc10_hef_inf_shadow_walkers_0,75,100,10,0.29,40,4.6,24,12,0,27,34,1100,Shadow-walkers,0,1.0,0.68,180.0,5.0,0.19,22.0,0.0,0.0,27.0,1.0,,40,0,40,[],45
673,['Martial Prowess'],20.0,30,"['guerrilla_deploy', 'mounted_fire_move', 'stalk']",11.0,Missile Infantry,Missile Infantry,10,44,0,0,0,0,0,0,small,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",small,4800,80,1.8,wh2_dlc10_hef_inf_shadow_warriors_0,72,100,10,0.31,36,4.3,22,0,0,22,32,850,Shadow Warriors,0,1.0,0.68,180.0,4.0,0.18,18.0,0.0,0.0,22.0,1.0,,40,0,40,[],60
674,['Martial Prowess'],22.0,40,['hide_forest'],10.0,Missile Infantry,Missile Infantry,7,43,0,0,0,0,0,0,small,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",small,5040,84,1.8,wh2_dlc10_hef_inf_sisters_of_avelorn_0,82,100,10,0.31,36,4.3,22,0,0,38,32,1100,Sisters of Avelorn,0,1.0,0.68,180.0,18.0,0.82,4.0,0.0,0.0,22.0,1.0,,36,0,36,[],60
675,"['Martial Prowess', ""Loec's Shroud""]",20.0,30,"['guerrilla_deploy', 'mounted_fire_move', 'snipe', 'stalk']",11.0,Missile Infantry,Missile Infantry,10,44,0,0,0,0,0,0,small,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",small,4800,80,1.8,wh2_dlc10_hef_inf_the_grey_ror_0,82,100,10,0.31,45,4.3,22,0,0,29,32,1150,The Grey (Shadow Warriors),0,1.0,0.68,180.0,4.0,0.18,18.0,0.0,0.0,22.0,1.0,renown,40,0,40,[],60
676,['Martial Prowess'],22.0,40,"['causes_fear', 'charge_reflector_vs_large', 'guerrilla_deploy', 'hide_forest', 'mounted_fire_move']",11.0,Missile Infantry,Missile & Spear Infantry,4,43,0,0,0,0,0,0,small,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",small,4590,68,1.8,wh2_dlc10_hef_inf_the_storm_riders_ror_0,80,100,8,0.29,29,4.2,20,0,16,41,28,850,The Storm Riders (Lothern Sea Guard),0,1.0,0.68,165.0,4.0,0.21,15.0,0.0,0.0,19.0,1.0,renown,36,0,36,[],68
677,['Martial Mastery'],24.0,40,['hide_forest'],11.0,Missile Infantry,Missile Infantry,4,43,0,0,70,0,0,0,small,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",small,4253,63,1.8,wh2_dlc15_hef_inf_archers_ror_0,70,100,5,0.21,22,4.3,19,0,0,24,24,800,Talons of Tor Caleda (Archers – Light Armour),0,1.0,0.68,180.0,3.0,0.14,18.0,0.0,0.0,21.0,1.0,renown,36,0,36,[],68
678,['Martial Prowess'],22.0,80,"['charge_reflector_vs_large', 'hide_forest']",22.0,Missile Infantry,Mistwalker Hybrid Infantry,4,40,0,0,0,0,0,0,small,,,,hef,['Yvresse'],small,4080,68,1.8,wh2_dlc15_hef_inf_mistwalkers_sentinels_0,70,150,8,0.29,22,4.2,20,0,16,40,28,750,Sentinels of Astaril,55,1.0,0.65,215.0,22.0,0.55,18.0,0.0,0.0,40.0,1.0,mistwalker,33,0,33,[],60
679,['Martial Prowess'],13.0,80,"['guerrilla_deploy', 'mounted_fire_move', 'stalk']",11.0,Missile Infantry,Mistwalker Hybrid Infantry,24,44,0,0,0,0,0,0,small,,,,hef,['Yvresse'],small,3690,82,1.8,wh2_dlc15_hef_inf_mistwalkers_skyhawks_0,75,100,3,0.07,42,4.6,40,7,0,22,43,1100,The Skyhawks,0,1.0,0.68,100.0,3.0,0.18,14.0,7.0,0.0,17.0,1.0,mistwalker,40,0,40,[],45
680,['Martial Prowess'],45.0,80,"['charge_reflector', 'encourages', 'hide_forest', 'unbreakable']",11.0,Missile Infantry,Mistwalker Hybrid Infantry,2,40,0,0,0,0,0,0,small,,,,hef,['Yvresse'],small,4800,80,1.8,wh2_dlc15_hef_inf_mistwalkers_spireguard_0,72,150,9,0.3,28,4.2,21,0,16,32,30,850,Spire Guard of Tor Yvresse,0,1.0,0.65,180.0,8.0,0.36,14.0,0.0,0.0,22.0,1.0,mistwalker,33,0,33,[],60
681,['Martial Prowess'],24.0,15,['hide_forest'],11.0,Missile Infantry,Missile Infantry,4,43,0,0,0,0,0,0,small,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",small,4253,63,1.8,wh2_main_hef_inf_archers_0,60,100,5,0.21,16,4.3,19,0,0,14,24,475,Archers,0,1.0,0.68,180.0,3.0,0.16,16.0,0.0,0.0,19.0,1.0,,36,0,36,[],68
682,['Martial Prowess'],24.0,40,['hide_forest'],11.0,Missile Infantry,Missile Infantry,4,43,0,0,0,0,0,0,small,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",small,4253,63,1.8,wh2_main_hef_inf_archers_1,60,100,5,0.21,16,4.3,19,0,0,18,24,525,Archers (Light Armour),0,1.0,0.68,180.0,3.0,0.16,16.0,0.0,0.0,19.0,1.0,,36,0,36,[],68
683,['Martial Prowess'],22.0,40,"['charge_reflector_vs_large', 'hide_forest']",11.0,Missile Infantry,Missile & Spear Infantry,4,43,0,0,0,0,0,0,small,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",small,4590,68,1.8,wh2_main_hef_inf_lothern_sea_guard_0,70,100,8,0.29,22,4.2,20,0,16,32,28,650,Lothern Sea Guard,0,1.0,0.68,165.0,4.0,0.21,15.0,0.0,0.0,19.0,1.0,,36,0,36,[],68
684,['Martial Prowess'],22.0,40,"['charge_reflector_vs_large', 'hide_forest']",11.0,Missile Infantry,Missile & Spear Infantry,4,40,0,0,0,0,0,0,small,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",small,4590,68,1.8,wh2_main_hef_inf_lothern_sea_guard_1,70,150,8,0.29,22,4.2,20,0,16,40,28,750,Lothern Sea Guard (Shields),55,1.0,0.65,165.0,4.0,0.21,15.0,0.0,0.0,19.0,1.0,,33,0,33,[],68
685,['Martial Mastery'],,110,['hide_forest'],,Melee Cavalry,Shock Cavalry,80,108,0,0,70,0,0,20,medium,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",large,4950,110,2.0,wh2_dlc10_hef_cav_the_fireborn_ror_0,95,1000,13,0.3,45,5.0,31,0,18,38,44,1850,The Fireborn (Dragon Princes),35,,1.4,,,,,,,,,renown,78,0,78,[],45
686,['Martial Mastery'],,110,['hide_forest'],,Melee Cavalry,Shock Cavalry,80,108,0,0,70,0,0,20,medium,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",large,4950,110,2.0,wh2_main_hef_cav_dragon_princes,85,1000,13,0.3,36,5.0,31,0,0,30,44,1400,Dragon Princes,35,,1.4,,,,,,,,,,78,0,78,[],45
687,['Martial Prowess'],,40,"['guerrilla_deploy', 'hide_forest']",,Melee Cavalry,Shock Cavalry,40,110,0,0,0,0,0,0,medium,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",large,4140,92,2.0,wh2_main_hef_cav_ellyrian_reavers_0,64,600,7,0.26,30,4.5,20,0,0,24,27,550,Ellyrian Reavers,0,,1.4,,,,,,,,,,90,0,90,[],45
688,['Martial Prowess'],,90,['hide_forest'],,Melee Cavalry,Shock Cavalry,64,108,0,0,0,0,0,0,medium,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",large,4545,101,2.0,wh2_main_hef_cav_silver_helms_0,72,1000,9,0.28,34,5.0,23,0,0,22,32,900,Silver Helms,0,,1.4,,,,,,,,,,78,0,78,[],45
689,['Martial Prowess'],,90,['hide_forest'],,Melee Cavalry,Shock Cavalry,64,108,0,0,0,0,0,0,medium,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",large,4545,101,2.0,wh2_main_hef_cav_silver_helms_1,72,1000,9,0.28,34,5.0,23,0,0,30,32,1000,Silver Helms (Shields),30,,1.4,,,,,,,,,,78,0,78,[],45
690,['Martial Prowess'],18.0,40,"['guerrilla_deploy', 'hide_forest', 'mounted_fire_move']",11.0,Missile Cavalry,Missile Cavalry,40,123,0,0,0,0,0,0,medium,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",large,4140,92,2.0,wh2_dlc10_hef_cav_the_heralds_of_the_wind_ror_0,74,600,7,0.26,38,4.5,20,0,0,31,27,900,Heralds of the Wind (Ellyrian Reavers - Bows),0,1.0,1.4,140.0,3.0,0.16,16.0,0.0,0.0,19.0,1.0,renown,105,0,105,[],45
691,['Martial Prowess'],18.0,40,"['guerrilla_deploy', 'hide_forest', 'mounted_fire_move']",11.0,Missile Cavalry,Missile Cavalry,24,110,0,0,0,0,0,0,medium,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",large,4140,92,2.0,wh2_main_hef_cav_ellyrian_reavers_1,64,600,7,0.26,30,4.5,20,0,0,22,27,700,Ellyrian Reaver Archers,0,1.0,1.4,140.0,3.0,0.16,16.0,0.0,0.0,19.0,1.0,,90,0,90,[],45
692,['Martial Prowess'],,80,['causes_fear'],,Chariot,Monstrous Chariot,70,108,0,0,0,0,30,0,medium,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",large,4944,1648,2.0,wh2_dlc15_hef_veh_lion_chariot_of_chrace_0,75,1100,38,0.68,34,4.0,18,25,0,28,56,1300,Lion Chariots of Chrace,0,,1.4,,,,,,,,,,82,0,82,[],3
693,['Martial Prowess'],,110,[],,Chariot,Chariot,70,108,0,0,0,0,0,0,large,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",large,4302,1434,1.8,wh2_main_hef_cav_ithilmar_chariot,75,1300,16,0.3,32,4.0,38,24,0,30,54,1100,Ithilmar Chariots,0,,1.4,,,,,,,,,,78,0,78,[],3
694,['Martial Prowess'],50.0,80,['mounted_fire_move'],7.0,Chariot,Missile Chariot,55,108,0,0,0,0,0,0,large,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",large,3666,1222,1.8,wh2_main_hef_cav_tiranoc_chariot,70,1100,11,0.28,22,4.0,29,18,0,22,40,900,Tiranoc Chariots,0,1.0,1.4,165.0,10.0,0.38,16.0,0.0,0.0,26.0,3.0,,84,0,84,[],3
695,[],,35,"['causes_fear', 'hide_forest', 'strider']",,War Beast,War Beasts,40,108,0,0,0,0,20,0,medium,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",large,4572,254,2.0,wh2_dlc15_hef_mon_war_lions_of_chrace_0,55,800,34,0.68,30,4.0,16,10,0,28,50,825,War Lions of Chrace,0,,1.4,,,,,,,,,,82,0,82,[],18
696,['Mighty Roar'],,35,"['causes_fear', 'hide_forest', 'strider']",,War Beast,War Beasts,40,108,0,0,0,0,20,0,medium,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",large,4572,254,2.0,wh2_dlc15_hef_mon_war_lions_of_chrace_ror_0,65,800,34,0.68,38,4.0,16,10,0,36,50,1050,Rahagra's Pride (War Lions of Chrace),0,,1.4,,,,,,,,,renown,82,0,82,[],18
697,[],,90,"['causes_fear', 'charge_reflector_vs_large', 'hide_forest', 'ignore_trees', 'immune_to_psychology']",,Monstrous Infantry,Monstrous Infantry,12,46,0,0,-25,0,15,20,large,,,,hef,['Avelorn'],large_bst,6576,548,4.0,wh2_dlc10_hef_mon_treekin_0,70,1500,18,0.31,26,4.0,40,0,0,51,58,950,Tree Kin,0,,1.4,,,,,,,,,,34,0,34,[],12
698,[],,80,"['causes_fear', 'causes_terror', 'encourages']",,Monstrous Cavalry,Mistwalker Monstrous Cavalry,45,95,130,0,0,0,25,0,very_large,,,,hef,['Yvresse'],large,8574,2858,4.0,wh2_dlc15_hef_inf_mistwalkers_griffon_knights_0,80,1650,200,0.67,50,4.0,100,0,0,32,300,2600,Knights of Tor Gaval,0,,2.4,,,,,,,,,mistwalker,90,90,70,[],3
699,[],,110,"['causes_fear', 'causes_terror', 'charge_reflector', 'hide_forest', 'ignore_trees']",,Monster,Monster,30,50,0,0,-25,0,15,20,very_large,,,,hef,['Avelorn'],large_bst,6996,6996,8.8,wh2_dlc10_hef_mon_treeman_0,90,7000,300,0.7,45,4.0,130,0,0,56,430,1575,Treeman,0,,2.2,,,,,,,,,,35,0,35,[],1
700,"['Emberstorm', 'Fiery Rebirth', 'Attuned to Magic']",,50,"['causes_fear', 'causes_terror']",,Monster,Monstrous Beast,58,100,140,0,70,0,0,20,large,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",large,5369,5369,3.0,wh2_dlc15_hef_mon_arcane_phoenix_0,90,1500,300,0.68,46,4.0,140,0,0,40,440,1850,Arcane Phoenix,0,,1.8,,,,,,,,,,120,120,80,[],1
701,"['Emberstorm', 'Fiery Rebirth', 'Omen of Hope', 'Attuned to Magic']",,50,"['causes_fear', 'causes_terror']",,Monster,Monstrous Beast,58,100,140,0,70,0,0,20,large,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",large,5369,5369,3.0,wh2_dlc15_hef_mon_arcane_phoenix_ror_0,100,1500,300,0.68,57,4.0,140,0,0,50,440,2350,Omen of Asuryan (Arcane Phoenix),0,,1.8,,,,,,,,,renown,120,120,80,[],1
702,"[""Shackolot's Noxious Breath""]",,90,"['causes_fear', 'causes_terror']",,Monster,Flying Monster,50,95,125,0,0,0,25,0,very_large,,,,hef,['Knights of Caledor'],large,6618,6618,4.5,wh2_dlc15_hef_mon_black_dragon_imrik,80,2200,400,0.69,50,3.8,180,0,0,62,580,2300,Shackolot the Calamity,0,,4.5,,,,,,,,,mistwalker,90,90,65,[],1
703,['Soporific Breath'],,70,"['causes_fear', 'causes_terror', 'hide_forest']",,Monster,Flying Monster,60,95,125,0,0,0,25,20,very_large,,,,hef,['Knights of Caledor'],large_bst,5556,5556,4.5,wh2_dlc15_hef_mon_forest_dragon_imrik,70,2200,315,0.66,46,3.8,165,10,0,46,480,2000,"Bruwor, Protector of Life",0,,4.5,,,,,,,,,mistwalker,90,90,65,[],1
704,"['Frost Breath', 'The Chilling Aura']",,75,"['causes_fear', 'causes_terror', 'encourages']",,Monster,Flying Monster,55,95,125,0,0,0,25,0,very_large,,,,hef,['Knights of Caledor'],large,6678,6678,4.5,wh2_dlc15_hef_mon_moon_dragon_imrik,85,2200,380,0.69,56,3.8,170,0,0,60,550,2200,Lamoureux the Frozen Breath,0,,4.5,,,,,,,,,mistwalker,85,85,65,[],1
705,"[""Star Dragon's Breath"", 'Primal Rage']",,100,"['causes_fear', 'causes_terror', 'unbreakable']",,Monster,Flying Monster,55,95,125,0,0,0,25,0,very_large,,,,hef,['Knights of Caledor'],large,7625,7625,4.5,wh2_dlc15_hef_mon_star_dragon_imrik,90,2500,490,0.71,76,3.8,200,0,20,68,690,2600,Ymwrath the Eternal,0,,4.5,,,,,,,,,mistwalker,80,80,65,[],1
706,"[""Gordinar's Dragon Breath"", 'Rebirth']",,70,"['causes_fear', 'causes_terror', 'guerrilla_deploy']",,Monster,Flying Monster,65,95,125,0,70,0,25,0,very_large,,,,hef,['Knights of Caledor'],large,5595,5595,4.5,wh2_dlc15_hef_mon_sun_dragon_imrik,80,1800,340,0.69,52,3.8,155,0,0,50,495,1900,"Gordinar, Champion of the Flame",0,,4.5,,,,,,,,,mistwalker,95,95,65,[],1
707,[],,30,['causes_fear'],,Monster,Monstrous Beast,62,100,150,0,0,0,0,0,large,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",large,3497,3497,3.0,wh2_main_hef_mon_great_eagle,60,1300,156,0.4,44,4.0,234,0,0,30,390,800,Great Eagle,0,,1.8,,,,,,,,,,110,110,70,[],1
708,"[""Moon Dragon's Breath""]",,60,"['causes_fear', 'causes_terror']",,Monster,Flying Monster,50,95,125,0,0,0,25,0,very_large,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",large,5493,5493,4.5,wh2_main_hef_mon_moon_dragon,75,2200,380,0.73,46,3.8,140,0,0,50,520,2000,Moon Dragon,0,,4.5,,,,,,,,,,85,85,65,[],1
709,"['Wake of Fire', 'Attuned to Magic', 'Rebirth']",,30,"['causes_fear', 'causes_terror']",,Monster,Monstrous Beast,54,100,140,0,70,0,0,0,large,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",large,4371,4371,3.0,wh2_main_hef_mon_phoenix_flamespyre,78,1300,230,0.7,42,4.0,100,0,0,30,330,1350,Flamespyre Phoenix,0,,1.8,,,,,,,,,,120,120,80,[],1
710,"['Attuned to Magic', 'Blizzard Aura']",,80,"['causes_fear', 'causes_terror']",,Monster,Monstrous Beast,40,90,140,0,0,0,0,0,large,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",large,4949,4949,3.0,wh2_main_hef_mon_phoenix_frostheart,85,1400,280,0.7,35,4.0,120,0,0,48,400,1650,Frostheart Phoenix,0,,1.8,,,,,,,,,,100,100,80,[],1
711,"[""Star Dragon's Breath""]",,80,"['causes_fear', 'causes_terror']",,Monster,Flying Monster,45,95,125,0,0,0,25,0,very_large,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",large,6318,6318,4.5,wh2_main_hef_mon_star_dragon,80,2500,435,0.75,60,3.8,145,0,0,54,580,2400,Star Dragon,0,,4.5,,,,,,,,,,80,80,65,[],1
712,"[""Sun Dragon's Breath""]",,60,"['causes_fear', 'causes_terror']",,Monster,Flying Monster,65,95,125,0,0,0,25,0,very_large,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",large,4506,4506,4.5,wh2_main_hef_mon_sun_dragon,70,1800,325,0.71,46,3.8,135,0,0,44,460,1700,Sun Dragon,0,,4.5,,,,,,,,,,95,95,65,[],1
713,['Martial Prowess'],24.0,40,"['cant_run', 'hide_forest']",12.0,War Machine,Field Artillery,2,22,0,0,0,0,0,0,very_large,,,,hef,"['Knights of Caledor', 'Avelorn', 'High Elves', 'Nagarythe', 'Order of Loremasters', 'Yvresse']",small,2652,884,1.8,wh2_main_hef_art_eagle_claw_bolt_thrower,75,2000,5,0.21,10,4.3,19,0,0,15,24,700,Eagle Claw Bolt Throwers,0,1.0,1.5,380.0,120.0,0.8,30.0,0.0,50.0,150.0,1.0,,22,0,22,[],3
714,"['Apocalyptic Vision', 'Blood Lust', 'Primal Fury']",,70,"['encourages', 'hide_forest', 'ignore_trees']",,Lord,Axe Infantry,60,45,0,0,0,0,15,0,small,,,,bst,"['Beastmen', 'Warherd of the Shadowgave']",small,3492,3492,2.3,wh_dlc03_bst_cha_beastlord_0,70,800,160,0.34,60,4.0,310,0,0,40,470,750,Beastlord,0,,0.89,,,,,,,,,,38,0,38,[],1
715,"['Apocalyptic Vision', 'Blood Lust', 'Primal Fury']",,80,"['causes_fear', 'encourages', 'ignore_trees']",,Lord,Chariot,95,108,0,0,0,0,15,0,large,,,,bst,"['Beastmen', 'Warherd of the Shadowgave']",large_bst,4131,4131,2.4,wh_dlc03_bst_cha_beastlord_1,70,1400,280,0.7,32,4.0,120,28,0,20,400,1200,Beastlord on Razorgor Chariot,0,,1.8,,,,,,,,,,70,0,70,[],1
716,"['Apocalyptic Vision', 'Primal Fury', 'Deadly Onslaught']",,100,"['encourages', 'guerrilla_deploy', 'hide_forest', 'ignore_trees']",,Lord,Sword Infantry,70,46,0,0,0,0,15,0,small,,,,bst,['Beastmen'],small,3729,3729,2.3,wh_dlc03_bst_cha_khazrak_one_eye_0,75,1400,170,0.35,60,4.0,320,0,0,52,490,950,Khazrak the One-Eye,0,,0.7,,,,,,,,,,42,0,42,[],1
717,"['Apocalyptic Vision', 'Primal Fury', 'Deadly Onslaught']",,100,"['causes_fear', 'encourages', 'guerrilla_deploy', 'ignore_trees']",,Lord,Chariot,105,108,0,0,0,0,15,0,large,,,,bst,['Beastmen'],large_bst,4305,4305,2.4,wh_dlc03_bst_cha_khazrak_one_eye_1,75,1400,280,0.7,34,4.0,120,28,0,26,400,1350,Khazrak the One-Eye on Razorgor Chariot,0,,1.8,,,,,,,,,,70,0,70,[],1
718,"['Something Wicked This Way Comes', 'Unholy Power', 'Primal Fury', 'Arcane Conduit']",,15,"['encourages', 'hide_forest', 'ignore_trees']",,Lord,Wizard,50,45,0,0,0,0,15,0,small,,,,bst,['Beastmen'],small,3729,3729,2.3,wh_dlc03_bst_cha_malagor_the_dark_omen_0,65,800,135,0.34,50,4.0,265,0,0,45,400,600,Malagor the Dark Omen,0,,0.7,,,,,,,,,,38,0,38,"['Bestial Surge', 'Bray-Scream', 'Devolve', 'Mantle of Ghorok', 'Savage Dominion', 'Traitor-Kin', 'Viletide']",1
719,"['Call of Violence', 'Spirit-Essence of Chaos', 'Foe-Seeker', 'Regeneration']",,15,"['encourages', 'hide_forest', 'ignore_trees', 'immune_to_psychology']",,Lord,Axe Infantry,56,45,0,0,0,25,75,0,small,,,,bst,"['Beastmen', 'Warherd of the Shadowgave']",small,4569,4569,2.5,wh_dlc05_bst_cha_morghur_0,75,800,100,0.25,55,4.0,300,0,0,45,400,1200,Morghur the Shadowgave,0,,0.7,,,,,,,,,,39,0,39,[],1
720,['Primal Fury'],,15,"['encourages', 'hide_forest', 'ignore_trees']",,Hero,Wizard,38,45,0,0,0,0,15,0,small,,,,bst,"['Beastmen', 'Warherd of the Shadowgave']",small,3126,3126,2.3,wh_dlc03_bst_cha_bray_shaman_beasts_0,55,800,95,0.31,30,4.0,215,0,0,28,310,350,Bray-Shaman (Beasts),0,,0.89,,,,,,,,,,38,0,38,"['Transformation of Kadon', 'Wild Heart', 'Flock of Doom', ""Pann's Impenetrable Pelt"", 'The Amber Spear', 'The Curse of Anraheir', 'Transformation of Kadon', ""Wyssan's Wildform""]",1
721,['Primal Fury'],,80,"['causes_fear', 'encourages', 'ignore_trees']",,Hero,Wizard,70,108,0,0,0,0,15,0,large,,,,bst,"['Beastmen', 'Warherd of the Shadowgave']",large_bst,3498,3498,2.4,wh_dlc03_bst_cha_bray_shaman_beasts_1,55,1400,200,0.67,24,4.0,100,24,0,18,300,700,Bray-Shaman (Beasts) on Razorgor Chariot,0,,1.8,,,,,,,,,,70,0,70,"['Transformation of Kadon', 'Wild Heart', 'Flock of Doom', ""Pann's Impenetrable Pelt"", 'The Amber Spear', 'The Curse of Anraheir', 'Transformation of Kadon', ""Wyssan's Wildform""]",1
